job_id,instance_id,submit_time_ms,mesos_start_time_ms,start_time_ms,end_time_ms,hostname,slave_id,status,reason,user,mem,cpus,job_name,requested_run_time,requested_status
591c9805-aa9a-4a82-864d-34493922701c,5e786db0-b1a3-41da-a213-90078d0b90c5,1495145073735,1495147353735,1495147353735,1495148103733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,d,2194.0,1.0,dummy_job,738744,finished
591c9805-9a54-48db-a070-38552763767c,44fbb6f6-35b5-426a-93dc-f0894a8bd72a,1495145133736,1495147413735,1495147413735,1495148313733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,a,2058.0,3.0,dummy_job,879108,finished
591c9805-1fda-4b04-9c2e-634a20069cf9,8223d490-e547-4cdc-abe0-b6a5e5cada9e,1495145073733,1495147533735,1495147533735,1495149003733,3,a45be252-35f7-434a-8ec3-1e85265213ac,:instance.status/success,,d,2793.0,3.0,dummy_job,1453444,finished
591c9805-e55d-4a0f-8c3d-f261af4d9f34,219dd440-5194-4acf-b85b-26a80f344beb,1495145313742,1495152123735,1495152123735,1495152123735,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/running,,b,2907.0,3.0,dummy_job,1350031,finished
591c9805-4190-4a0c-b9e3-80aed5000de1,f9094edc-286f-42b2-a22a-4ee65b7e4b12,1495145073737,1495147563735,1495147563735,1495148673733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,b,2695.0,1.0,dummy_job,1082455,finished
591c9805-47fc-4020-bb29-ac21109c49e6,ab31b9de-374b-4194-a4ef-bc032eb390bd,1495145103732,1495147623735,1495147623735,1495148523733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,a,2623.0,2.0,dummy_job,894247,finished
591c9805-40c4-466a-ab73-0ca9be21f2c5,113fe4a8-fa73-4612-b0b7-8d621c720596,1495145073740,1495147683735,1495147683735,1495148493733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,d,2262.0,3.0,dummy_job,791691,finished
591c9805-4231-469d-80ca-c09266a0713c,30caa733-5361-4bfb-b547-654c1f5c20ba,1495145193732,1495147713735,1495147713735,1495149033733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,a,2047.0,2.0,dummy_job,1300068,finished
591c9805-34d4-462d-bcd8-bcfc86573cfe,b9377ab5-c76a-4d53-9275-c2dc76135d77,1495145133733,1495147743735,1495147743735,1495149333733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,b,2601.0,2.0,dummy_job,1574273,finished
591c9805-5c15-4ee5-91dc-1daee0ae797f,79d8609b-b9a1-4caa-8e8d-a72b828d5634,1495145133738,1495147833735,1495147833735,1495148733733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,c,2800.0,1.0,dummy_job,874920,finished
